lyric,class
I wear leather Gucci jackets like it's still the 80s,1
"C'est une vraie bad girl, sa bouche envoie fort",0
Are you happy now?,1
"Come and roll with me, we'll rock them body moves",1
Keep telling me this and telling me that,1
"Just say the word and I'll part the sea, mmm",1
"I put on my brothers, I put on my b****",0
I can guarantee you if you my kind,0
Shawty what you want,0
I went following the sun to be alone with everyone,1
"I got the swag, so tell me the difference",0
"Bad b****es only, bad b****es on me (Bad)",0
"I'm ready (I'm ready), I'm ready (I'm ready)",1
I trap until the bloody bottoms is underneath,0
"Pull up with a stick, stop it (Stop it)",0
Stuck in the middle zone,1
"And tonight I'm alive, ain't no dollar sign",1
"No more, no more taking it slow",1
"I pull up on her top gone on the Dawn, I'm the don",0
"Ooh, you needed me",1
I only call you when it's half past five,1
"But, you don't wanna try, no, no",1
And they wishin' and wishin' and wishin' and wishin',0
There's nothing that a hundred men or more could ever do,1
"Ride with the mob, Alhamdulillah",0
She is not the type that likes to take things slowly,0
Let's Marvin Gaye and get it on,1
I'm hittin' this h* on the low,0
Vamo' a calentar,1
"Keep reminding me, oh, to forget your love",1
We could live our dreams right now,1
"Shoot at me, I'm shootin' back, I'm gettin' buckets",0
'Cause this bar is over your head,0
"And kisses fading, but the band plays on now",1
"Turnt up in the party, gettin' lit to Yachty",1
"b****, if I was as half as good as I was",0
Drive highways and byways to be there with you,1
"Dapper, dapper, I look fine, and my checks divine",0
Open my hands like Jesus and save ya,0
"I would do it for you all, my friend",1
Like I'm Davis from New Orleans,1
I am not really known forever being speechless,1
"I appreciate the way you want me, I can't lie (Can't lie)",1
"Call me ""mamacita""",1
"Fack, fack on everyone",0
"Yeah, there's nothing I can say at all",1
All y'all b****es in trouble,0
"I didn't trust no one, swore gyal lined me 'cause gyal too greazy",0
"Maat laggo muu, mat laggo muu",0
"Nah, the dawgs ain't civilized, take the one, feel vilified",0
"That's what I like (Yeah), that's what we like (Yeah)",0
A steady place to let down my defenses,1
I'm the one that bust it open out in Waikiki,1
"Yeah I sold dope, I had cornrows",0
"Flooded out my wrist, a puddle drippin'",0
I will wait for you (I will wait for you),1
"Take the air out the ball (Ooh), just so I can flex",0
"Eeny, meeny, miny, moe (no)",0
Was there something I could've said,1
'Cause as soon as the sun comes up,1
"You know you can't control me, baby, you need a real one in your life",0
She fill my mind up with ideas (Straight up),0
"All this ice I need a freezer, mhm",0
"Really got nothing to hide, she know what I'm what's up with",0
"It ain't my fault you got, got me so gone",1
"Got me feeling like, ""I don't f*** with you""",0
There's a new weirdo every week (Weirdo),0
I'm prepared to sacrifice my life,1
I don't know what it is but I got that feeling,1
"I took them stones you threw, made chains for the crew (Ice)",1
To your beautiful destiny,1
My b**** love coco (Haha),0
You can lay it all on me,1
"Yo no soy hype, soy como el Testarossa (Hype; 'rossa)",0
"This I know, girl, I know",1
"Gave 'em 44, now here's 44 more",0
"Thirty degrees, way too cold, so hold me tight",0
Phone lights up my nightstand in the black,1
"Yellin' ""Free the guys,"" pour one for the guys",0
I'm falling but everyone falls,1
"And since you got it, it make you go and do anything you want to",0
But what if nobody shows? Panic mode,0
"'Cause it's the only one I've got (Got, oh)",1
Saw some things I didn't like,0
"I vow to stay a hundred, never change up",0
"Waste it on me, waste it on me",1
He lift me up every time that I fell,0
Thinkin' I'm flawed because you inconsistent,0
This life is really something you get lost in,0
I need a one dance,1
"Basically, I'm sayin', either way, we 'bout to slide, ayy",0
Why you never alone?,1
I will always remember,1
"But you ain't my boyfriend (Boyfriend, you know you ain't my boyfriend)",1
"I pull up in a Lam', this not a Lotus (Vroom)",0
And she don't even know it,1
I get goosebumps when I look at it (When I look at it),0
Like can you just not step on our gowns?,1
"So I'll go, I'll go",1
"Think it's 'cause we live by the code, reputation to uphold",0
He grabbed me by my hands and said he was afraid to die,0
How can I tell you? (Skate) How can I tell you? (Four),0
"Brought the strap, I'm playin' give 'n' go",0
"Look, broke hoes do what they can (Can)",0
(RemyBoy Lifestyle),1
"Whole pointers 'round my neck, lookin' like a lighthouse (Shine)",0
You a (beitch) word to my n**** $hort,0
"Drip too hard, caution on the floor",0
"Arbeiten, arbeiten, arbeiten, arbeiten, arbeiten, arbeiten",1
"Sippin' sizzurp took me number one, no promo (Oh yeah)",0
"Low, low, low, low, low, low, low, low, low",1
"I don't keep up with the Joneses, but I do know Catherine Zeta",0
Last year I had a breakdown,0
So tell me if you wanna 'cause I got this feeling,1
"Oh, inside you (Oh, inside you)",1
"Tell your friends that you're so happy (Oh woah, oh)",1
"Spend your money like money ain't s*** (Whoop, whoop)",1
"I'm in the hood, they think I'm back trappin' again (Trappin')",0
"My boys, they ruthless like coupes and they really run down",0
Reminiscing on those past days,1
"I'm a leader, I got 'em followin' my footsteps like the feds",0
"Paris never feels the same, when the streets all call your name",1
You gon' think about me when I'm gone,1
"Bounce that a** like a lolo (Bounce that a**, bounce that a**, bounce that a**)",0
"Couple dozen later, feel like everybody feel 'em",0
Guess it's never really over,1
"Look at them n****s, they oppin' again",0
And got no space to breathe,1
"I don't really sleep or take naps, no snoozin'",0
But when (When),1
It's our paradise and it's our war zone,1
n**** really wanna die in the night time,0
"Smokin' hella weed, I'm on the alcohol",0
What are you willing to do?,1
That was June and now it's October,1
I ain't goin' nowhere,0
"No se quiere olvidar, lo quiere recordar",1
We can  go (We can) coast to coast (Coast),0
I will transform,1
"b****, I'm smiling, bet you see me from the nosebleeds (Nosebleeds)",1
Tryna make love in a Sprinter (yeah),0
You'll find another life to live (You'll find),0
I'm the n**** make your b**** wanna pop (Yeah),0
"Too fast, never ask, if the life don't last",1
Back to back in Scatpack doing donuts (Skrrt),0
I don't understand these women who go around pretending,0
"You don't know what you missin', shame on you",0
We've been down this road too many times for me to count,0
"I already know he sweet, that b**** a lesbian",0
New freezer (ice),0
All this d*** jewelry I bought,0
"Oh, oh, oh, oh, oh, oh",0
"Oh, oh, like I'm young and alive",1
"Five, four, three, two, where the ones go?",0
And a million miles,1
So say you'll stay with me tonight,1
"Getting hot, losing control",1
I'm gonna love you (Oh),1
"Had days with hella hate, but gotta let that anger migrate",0
"Got a million, no Christine",0
"Chopper with the scope so do not test me, (Drrt) yeah (Drrt)",0
"He out the H, you play, he shoot you in your face (Northside)",0
I was tryna cope through them hard times,0
"Well, climbing over that wall (Yeah, wall, wall,) mm",0
"When she's comin' for my heart, it feels like Armageddon",0
"If I die, I don't know",0
Watermelon sugar high,1
"Feel up, baby, feel on me",0
"Back ends I count in my sleep, on fleek",0
They mixin' alcohol and that 'tussin,0
"Last year, n****s got hot 'cause they told on me",0
"Even in plain sight, don't care who see (Baby)",1
"(You can't forget, no)",1
"I'm feelin' alive, I'm feelin' alive",0
"Haters mad for whatever reason (yeah, yeah)",1
I shoot my shot and it brick (yeah),0
"Tell them again, loved her way back when",0
"Go out their way, it's okay (Skrrt, skrrt)",0
"f*** with me, I got a retainer on a hit man (bop)",0
Why I got you on my mind,1
Where our eyes are never closing,1
"Let it fly (Let it fly, let it fly, let it fly)",0
"Been bustin' bills, but still, ain't nothin' change (Skrrt, skrrt)",0
"No, I'm too good to you",1
You'll believe God is a woman,1
"On my, on my, on my, on my 'cence, yeah",1
"24 hours, then we took it to the chateau",1
"He say, ""You all about money,"" yeah",0
Like an open page,1
We can spit it for your advance,0
"Splish, splash, Apple Bottoms make that a** fat",0
"Square in the face, this f***in' world better prepare to get laced",0
"Hot, hot, hot, hot",0
"Bang outside, hang outside",0
"You'd look up to me, and for the record",0
I know you'll never let me down,1
"(Yo Kiwi, thank you bro)",0
"There for me, there for me, said you'd be there for me (Yeah)",0
Causing them to move around more frequently,0
Rose gold ornaments (Rose),0
I paid off the debt to your honor,0
I like proving n****s wrong,0
Instead of calling up these fake hoes that I don't need (What?),0
"Pull up in the Ghost, I'm creepy",1
"Everything that's broke, leave it to the breeze",1
"I got a couple of sons, a couple of guns",0
I'm not that kind of person,1
"Gone in the sky, over 20,000 I keep my wifi lit (whoa, whoa)",0
Just keepin' it honest,1
Don't fight the feeling,1
"She said ""Pardon my French"", I said ""Bonjour Madame""",1
"Last updated: 10/6/2018, 5:16PM MST",0
"Me and my b****, I swear we like the same sex (Ooh)",0
Fighting like teenagers all over again,1
Ride around through my city (Woo),0
"Poppin' on X, poppin' on X, poppin' on X, pills (Poppin' on X)",0
"I'm a real mobster, I'm a kind one",0
Blame it on trap music and the politicians,0
A lot of fight left in me,1
The AC hasn't worked in ages,1
"You want her, you need her",1
"Oh, what's a girl to do?",1
"Foreign's what we ride, in the jet, we fly",0
"Wish I could erase it (Erase), make your heart believe",1
"Now you're, now you're getting it close",1
"Yeah, f*** him then I get some money",0
Round and round your loving winds me up,1
She Instagram famous but she can't keep a job (Ooh),0
'Cause now there ain't no letting you go,1
"See I tied up my Raf, you strapped up your Rick (Woo)",0
'Cause I can't spend the rest of my life chasing you around,1
In my mind you don't ever let go,1
I kinda like it though,1
It was a perfect illusion (Perfect illusion),1
I know it's hot,1
Shinin' like a chandelier,0
But that's just the way I am,1
I swear I don't even know why I did it,0
"Goin' up, goin' down, in and out, turn around",0
"Yo trato y trato, pero baby, no te olvido",1
I wish I found some better sounds no one's ever heard,1
Ridin' down Rodeo in my Maserati sports car,0
"She wan' talk, girl, I don't have no data, no data, no",0
I walk in Moncler and buy everyone coats,0
Way this s*** set up I live like Ronaldo,0
"Can I vibe, vibe, vibe on it?",0
"Yeah, we call that bit' migraine (Yeah, yeah)",0
Our old friends are now our enemies,1
"I'll burn his a**, lil' buster",0
And he diggin' in it like he livin' in it,0
We call them chopsticks 'cause they gonna chop,0
"Make them dollars out the street, huh? (Cash)",0
"Yo, how do I keep",0
And they hold your hands,1
"Throw me off, I be, ""Off ya head""",0
I don't know what I'm gon' do,1
I could be lonely with you,1
I remember hittin' the mall with the whole team,0
"You, you make me, make me, make me wanna cry",1
Step in this b**** in Givenchy (Cash),0
I refuse to look back thinking days were better,1
"Say you want me, say you want me back in your life",1
"But I know that I'm never, ever gonna change",1
"And I'm rollin', rollin', rollin', rollin'",0
Every day when you get up and think you'll never be great,0
"Baby, your eyes glow (Yeah)",1
I take that one all the way up,0
"You sold me up the river, but I rowed back",0
"Eviction notice, my sister, my mamas",0
"Population four million, how I see the same b****es?",0
You could be the renegade,1
That she loves nobody else but you,1
Who the f*** she gon' check? (Who?),0
Rock star lifestyle might not give up,0
"I've been feelin' really lost, duckin' all attachments",0
"Do do chehre, chal ab nikal",0
"And you push me away, push me away, yeah",1
"In the kitchen, wrist twistin' like it's stir fry (Whip it)",0
She could never be a broke h*,1
"Say you want me, say you want me back in your life",1
No one can be just like me anyway,1
"Can I get a lil' love, lil' love from ya'?""",0
"Trae Tha Truth, Slugs",1
"He red, n**** say he bleedin', he red, he red (Oh)",0
(Take me down) We're cool for the summer,1
"Say that she want a Patek with her name up on it (Patek, Patek)",0
"A one, two, three, let's go",1
"She like, ""Papi, you so fire, but get up out the streets""",0
Take what you need from me,1
"You gotta the steak, the fork and the whole knife",1
And just like that,1
I got Robins on my jeans,1
Has the court of public opinion reached a verdict,0
"I wish I could escape it (Escape), I don't wanna fake it",1
That's gon' be an enormous scandal,0
Je sais que t'en as marre,0
"Won't give it up, hey, hey, hey, hey",0
"Aw, dang, this that s*** (Ah)",1
The poverty stains kept the pain buried,0
"You know it, you know it",1
"On an old Mustang, where we sang",1
But I got one thing right (I got one thing right),1
Turn you to a dancer,0
"Big daddy, have you ever felt Chanel fabrics? (Chanel)",0
Give me the green light,1
Because that seems like a common theme,0
Are you ever dreaming of me?,1
And I got all the drugs in the world that you need (World that you need),0
And they can't steal,1
But I love wrappin' them bodies and s***,0
"Haters mad for whatever reason (yeah, yeah)",1
And we ain't throwin' hands with you f*** n****s,0
"They tried to extort me, I ain't pay though",0
Take me back to a time only we knew,1
"Needle and the thread, gonna wind up dead",1
"Don't stay awake for too long, don't go to bed",0
"These n****s hatin' now keep that hammer, all these diamonds dancin'",0
"I don't wanna make you disappointed, it's annoying",0
I was on the bend with it in my drawers,0
"That's Barbie beach house, Barbie Benz",0
(Why) Why does it feel so good?,1
But I know you in the worst way,0
"Floating, I'm floating, floating, floating, floating, floating, floating",0
Why men great 'til they gotta be great? ('Til they gotta be great),0
"Straight out the projects, no fakin', just honest",0
"And if you feel you're sinking, I will jump right over",1
I used to break in and enter,0
"b****, I'm with the gang",0
Seasons change and our love went cold,1
I just wanna stay in the sun where I find,1
"Got that kitty cat, I'm havin' fun with that, goin' Birkin",0
"(Ayy, yo, Nashi, you goin' crazy)",0
"That too, but my n****s send hits like Gotti",0
And maybe one day I'll be wiser,0
You just wanna make this worse,0
"You prolly think that you are better now, better now",0
She got wife written all over,0
"But when it comes to you, you",1
We could give it a minute,1
"When Boozilla died, I almost lost my mind, broke me to pieces",0
Ki bende seni pataklayabileyim,0
I know another girl that's cryin' out for help,0
"We're all here, the lights and noise are blinding",1
"These n****s lookin' for me, you could hit my jack",0
"Oh, and I do, and I do, and I do, yeah",1
"Shooters on top of the building, government aid ain't relief",1
Tell my brothers ball a hundred summers,0
"She don't know where I stay, f***ed that girl on vacay, yeah",0
"Lost control of myself, I'm compromised",1
Baguettes on the watch make 'em walk out the room,0
"Hurry up now, I need a miracle",1
"I told her don't ever leave me 'lone, 'lone, 'lone",0
Over and over again,1
"We throw up gang signs, she throw up dope",0
There's something in the way you move,1
"With them automatics, we gon' send him to heaven",0
"Ayy, ayy, gang, gang, gang",0
"Walk with a limp, limp, huh",0
"Beat it up, where I nut? Shorty face (Lil b****)",0
"I'm your best friend, baby, you don't gotta lie",0
FRIEDRICH LIECHTENSTEIN,0
Skid around ends with the bros and I'm kitted to the toes,0
Runnin' up a check with no limit (Ooh),0
No good at giving you up,1
Wish I didn't think I had the answers,0
Was I dumb for trusting you?,1
"They at the candlelight lightin' it up, n****, anybody can get it, woo",0
"Tomorrow comes and goes before you know (Yeah, baby)",1
"Pop star, I'm fresh up out the trap and I'm going Bieber",1
"And baby, I, I hope you work it out",1
Rain down on us (Huh),0
"Ride it, ride it, come touch my soul",1
All my friends are locking it up,1
"If you looking for a handout, get the f*** out my face",0
I know you sittin' there just thinkin' 'bout who did you that,0
Breakin' her back 'til I see the sun,0
"I'm living my best life, ain't goin back and forth with you n****s",0
(When we were young),1
"Just hit a play, scrape it off the plate (Skrrt)",0
She told me that she tryna get closer to Satan (Satan),0
"Out the mall, no need to hold me up (Woo)",0
Ain't got no tears left to cry,1
"I'm ready to air it out on all these n****s, I can see 'em runnin'",0
"Still the same, I never changed, b**** (Yeah)",0
Years go by too fast,1
"b****, I'm a dog, eat my treat (Hrr)",0
"I thought the world was so small, through my closed eyes",1
And that ain't gonna change,1
Both hands wanna hold you,1
"Word in the streets, you with the whole town, baby",0
"I'm all jealous, you came with someone",1
"You could turn water to wine, yeah",0
Right hand in the air,0
But my heart don't understand,1
"Oh, I'll wait for you",1
"Yamborghini chain, rest in peace to my superior",0
"He like, ""Baby let me rub, let me rub on ya'",0
Jewish lawyers on the phone call,0
"Not your heaven, not your angel, not your spirit",0
"Last night, I got high as your expectations",1
Wish that I could let you love me,1
"'Cause you never bought that house, but you got a Benz",0
This may be the night that my dreams might let me know,1
"b****, this the dream team, Fif' is on call",0
"Yeah, you can probably bet this",1
Buddah bless this beat,0
But you've had me underrated,1
"You disrespect, I up the TEC and let you n****s have it",0
"Jess Glynne, Don't Be So Hard On Yourself",1
"Twistin' dope, lean, and the Fanta",1
Don't know how to keep me,1
"Taking turns, taking turns in this dance now (Yeah)",1
"f*** n****, what you said? We puttin' you to sleep in your bed",0
"Maintenant, ma belle dit qu'elle veut sucer le bout",0
Got me goin' crazy (It's lit),0
"Or you gon' be the next one to get they s*** snatched (Boom, boom)",0
But I cannot reverse it,0
You gon' have to do less when you (Do it),1
I don't wanna be too much,1
"Under the skully, these bright mahogany dreads showin'",0
I want you to be the one that's on my mind,1
I knew that was the end of it all,1
When you're high but you're underneath the ceiling,0
"Pour up the whole d*** seal, I'ma get lazy",0
Did I finally find me a river,1
I make her drop it and pop it and work it on my nose,0
"Watch, I do it with ease",1
"Nah, Lil Tjay (f*** n****), yeah, yeah",0
"30, you a fool for this one",0
"Yeah, I don't cry no mo'",0
Do the dash then I go out the way,0
Walk it like I talk it,0
"Chase me, chase me, tell me how you hate me",1
"I need the best advice, went across the street to Khaled (Oh)",0
We knew someday that we would have regrets,1
"I just went up in my price (Price, uh)",0
"Boom, I turn every head when I walk in the room",1
"I call Monique my mama, but Lord knows I need Sheronda",0
Running around the whole town,1
"Just talked to your homie, she said we should be together (Be together)",0
Suck a n**** d*** or somethin' (Queens for the Kings of the Queens),0
I'm a guap getter (Straight up),0
"Pour a semi, pull up to the cribby, uh",0
"I could try one more time, I can give this s*** one more go (Let's go, ayy)",0
"f***, come hold me (Ah), come hold me, come hold me (Haha)",1
And you can tell your little b****,0
"I'm lovin', I'm livin', I'm pickin' it up",1
"On my, on my, on my, on my 'cence, yeah",1
See you here with somebody,1
"You only say that 'cause I'm not around, not around",0
"Gettin' big money, that's a tall bag (Yeah)",0
"El que mira sufre y el que toca goza (Goza, goza, goza)",0
"But that's how I like it, you all on my d***",0
"His hair, his smoke, his dreams",1
"Rappin', made a name",0
"Walk it, walk it like I talk it (talk it), walk it like I talk it (let's go)",0
"She shake her a**, do the eye roll",0
I got the sauce and now shorties keep claimin' preggo,0
This is my only fear: that we become,1
"I got what you need, come f*** with me",1
"Contraband, contraband, contraband (Contraband)",0
He had to flex to be acknowledged (Ayy),0
Ain't nobody gonna take us out,1
"It's solo, solo everybody",1
(Victory is in your veins),1
"Top to the bottom, just cool (Cool)",1
"There the love go, where's the uproar?",0
"Big cheese, uh, hella knots (Ooh, ooh, ooh)",0
No' vamo' pa' tu casa,0
"Because my head been runnin' wild, wild",0
"Took nothin' but five minutes, she hopped in it and drove",0
You want someone to pay the bills for you,0
She's slipping away (I'm slipping away),1
"We at war, I check my Chopard for the exact time",0
"Lil biddy b****, do the math (yeah)",0
"No competition, I don't really listen",1
"Go to Bergdorf, spend a small bag",0
Mis tenis Balenciaga me reciben en la entrada (Wuh),0
"So, what a man gotta do? (What a man gotta do?)",1
I don't need the police at my front door,0
But she hears only whispers of some quiet conversation,1
Closets full of skeletons that you don't wanna see,1
"I woulda followed all the way, no matter how far",1
"Enemies, yeah, it's so sad",0
Nothing to show for it now,1
Shinin' so hard like a Grammy,1
"So if she leaves, I'ma kill her, oh, she'll die",0
"Oh, I can tell, I know you're lyin'",1
Keep on fallin' down,0
"b****, I ball like NBA (b****, I ball like NBA), yeah, ayy",0
But you know I f***in' love her now,1
"Not invited, but I'm glad I made it, oh",1
"God d***, they right behind me",0
Fine lil' b****es on Twitter,0
"If you woulda put D12 on it, wish I coulda did",0
All night and all night,1
"She want me to herself, said it's all mine",0
"Yeah, yeah, yeah, yeah (Ayy)",0
"I got dreams of livin' lavish, in the kitchen whippin' magic",0
"Pregnant with my moms, doctor told her it was slim",0
"We'll wish we could come back to these days, these days",1
"Free Bobby, free Rowdy, free Cueno, free the 9",0
Pushin' five Cadillacs like a politician,0
"Ooh, na, na, na",1
"I came here to ball, is you nuts?",0
"And still, bad things",0
"Smoke the cookie, get the coughin'",0
"Any road you take, you know that you'll find me",1
"Falei que eu sei atirar (Oh, oh) e eu sei brigar (Oh, oh)",0
"Like Mike Tyson, he was bitin' my s***",0
I'll be there to save the day,1
"And if I said I'm fallin', would you just reply",1
Actin' like they the ones created this and they get all the drip from my guys,0
So I shut my mouth,1
"I would give you the world, baby girl",0
"Yeah, she must be geeked up, illegal substance",0
"You, you, you know",1
"Ask if I'm alright, what the hell?",1
"You don't wanna fly alone, next time can I come?",0
"When I did, went home and smoked a blunt",0
Shawty say the n**** that she with can't hit,0
"Listen to yourself, think you need to get some help",1
"I wanna f*** in the mirror, I like to look at your face when you in it",0
I know you wanna party,0
Keep that s*** a hunna,0
"Down to cut all ties, baby, you live life",1
"I played to the left, they went to the right, they tried to finesse me",0
"You bust down a Rollie, I bust down a brick, then I flood it, n****",0
"Care for me, care for me, you said you'd care for me",0
Pull apart at the seams,1
I'm patiently waitin' on n****s to prove it (You b****),0
My heart is beating like it's bleeding out,0
I do therapy at least twice a week,1
"Yeah, aight, gimme top 'til the end of night (Yeah, aight)",0
"Up the block and knock his braces out, we caught 'em slipping",0
"I came from nothing, now b****, I'm royal",0
"Hands on, hands up",0
I won't cry at your feet now,1
And I want to feel something again,1
I buy a new car for the b**** (for real),0
I need some more reasons to live out this evening (Straight up),1
"12. Lane 8, Brightest Lights",1
"Your red sweater, your black leather",0
"I was lookin' at Doug like (Ooh, ooh, ooh)",0
"Tell me, have you seen a sunset (Yeah)",1
"Oh, Lord, my hand on my head",1
Wish I could roll on back to that old town road,0
"Hold, hold on, hold on to me",1
"No, I ain't got nothin' to smile about",1
"Just know, if you cross her, then you cross me",1
"But literally, I don't know what I'd do",1
When I'm lyin' close to someone else,1
"There's levels to your love, yeah, yeah",1
Me that matters now's DeShaun,0
Call it trap 'cause it's a total setup,0
Even if I come out with everything I did,1
You gon' have to give,1
"She said that that she workin', I told her come over",0
I thought I left you back there in the cell or am I dreamin'?,0
Still falling for you,1
"Haven't I made it clear? (Yeah, I made it very clear)",1
"Yeah, and I'm gettin' to the queso",0
I'm a puppet on your strings,1
Poured on a symphony,1
"Can't believe what you did, no",1
I'm the n**** that your b**** wanna top (Yeah),0
Hold me in your arms,1
I'm working on dying,0
I think I've fallen in love (Skate),0
Might as well just give your h* up,0
Lord knows I need something to fill this void,0
(Nobody can drag me down),1
"Tryna assassinate my character, I ain't say I did it",0
I don't f*** with y'all type of kind,0
"b****es in my business, they tryna plot (Woo)",0
Just keep breathin' and breathin' and breathin' and breathin',1
"Diamonds, flexin' (bling, woo)",0
"Two paper airplanes flying, flying, flying",1
"Do him bogus, make his heart hurt, that's what love is",0
"You hurt me numb, and for that I've run out of time",1
"d***, gonna want you back",1
"I'll make up, make up, make up, make up for all those times (all those times)",1
"All this ice, I need a freezer, mhm",0
Lethal injection,0
She f***ed a Dodger baseball player for the record,0
"I gotta go get it, I gotta go get it",0
"Ooh, baby, I see these muhf***as glancin'",0
If I tell you all my feelings (Feelings),1
"Down and confused, I know",0
"Yo quiero una gringa, una hoe a** b****",0
You'll never catch me callin' these n****s daddy (Nope),0
Watching through my fingers,1
"Oh, 'fore you go, don't leave me in the cold",0
Isn't it? Isn't it? Isn't it? Isn't it?,1
"I guess it's called livin', s***, I suppose",0
So don't you open up that window (Ooh),1
"All this money in the room, think some scammers in here",0
"I'm so into you (Oh, my)",0
So I guess I don't really make a difference,0
And this broken record,1
"Tell your man pipe up, n****, pipe up",0
Brings us together,1
"My heart don't skip a beat, even when hard times bumps the needle",1
"Can't trust a soul, like I'm Snowden",0
"Pulled up with no laces, had the whole block jealous",0
Sweater and her sneakers all Kenzo,0
"I ain't grow up playin' ball, but I'll show you how the f*** you gotta do it",0
"We in Miami in the middle of the winter, and we on them jet skis",0
"Yo Gotti, Down In The DM",1
"One, two, three, they gonna run back to me",1
"I want it all, I want it all",1
"Wanna believe, wanna believe",1
(Bang my head against the wall),1
"Right now, let's do what we want",0
When I close my eyes,1
"His hands are in my hair, his clothes are in my room",1
All of my b****es be bad to the bone (To the bone),0
"Listenin' to Whitney and whippin' it through the city, yeah (Yeah, yeah)",0
Are you happy now?,1
But soon we forget to smile,1
"I just went up in my price (Price, ayy)",0
You do not know a thing about this life that I'm livin',0
All of my n****s sayin' you mad committed,1
Come south of the border with me,1
"You make me come through, I get so close to you",1
"The game is off balance, I'm back on my s***",0
"And if he say yeah, then we meet him there",0
I don't think you understand,1
But you show up in everything that I do,1
We've gotta let go of all of our ghosts,1
"And every night, I'm hurtin'",1
The sun is shinin' today,0
"No more, no more taking it slow",1
"b****, you a wannabe Cardi",0
"Hahaha, I been movin' 'em out",0
'Cause something keeps pulling me back to you,1
"Got your b**** on me, she groovin' again (Let's go)",0
If you don't jump to put jeans on,0
"Yo hips so curvy, you let me slide in",0
By every mother f***** that's the broke way,0
"2018, (Fack) well (Fack)",0
'Cause I love the adrenaline in my veins,1
"Baddest b**** you ever seen, huh? (Bad)",0
"I'm from a whole different world, yeah",0
"Me and my heart, we'll make it through",1
"I'm crackin' a smile, I'm dyin' inside",0
"If you let that broke n**** f***, we tellin' (Rich sex)",0
I just wanna dance,1
"Get a clip with a plan, give a jewel every day",0
"Yeah, you makin' me a boy with love",1
"I wanna try something new, all night",1
If I showed you my flaws,1
"Come on, let it go, just let it be",1
Attitude makes me want to bend you over my legs,1
"I ain't like these rapper n****s, they is not my stylo",0
"New growth, new growth, all these fades I outgrew",0
I ain't come for bargainin' (I ain't come for bargainin'),0
I can't see clearly when you're gone,1
"I don't care, it's good as gone (Ah)",1
I wanna tell you secrets no ones ever heard before,1
"Viral, you ain't never make a movie with Drake (Baow)",0
"I got the mojo deals, we been trappin' like the '80s",0
"I'll be here waiting, I promise I'm changing",0
"Stevie Wonder, I can't see you (Can't do this)",0
You know I'm that times two,0
"Hell nah, I want that crew love (Come here, baby)",1
"Wild n**** life, tell 'em read my rights",0
"Got that sunshine on my Sunday best (Yeah, ayy, ayy)",1
Nice to meet ya (Meghan Trainor),1
I'd like to give a shout to Cypress (Woo!),0
I got murder on my mind (I got murder on my mind),0
"Stuntin', knowin' everybody watchin', yeah, yeah",0
"A, attitude and",1
I'm gonna make it,1
Big fat cat like in the bodegas,1
"Looking at them plaques, count 'em (Yeah)",0
I happened to see a n**** I robbed back in the day,0
"I told the judge, ""f*** it"", I'm goin' on the run",0
But look at where I ended up,1
Don't you know you're no good for me?,1
"She know I'm a call away, she can drop a pin and I'd come meet her",1
"Just like that ho, man, I can't keep nothin'",0
Cardi put the p**** on Offset (Say what?),0
"I will go, go, go",1
"I look better in person, lil' ho, I get jiggy",0
"I will go, go, go",1
"On my, on my, on my, on my 'cence, yeah",1
"Thirty more girls wanna roll, let's get this b**** on the road (On the road)",0
"The contact, impact, I want that daily",1
"I'm beyond all that f*** s***, ayy",1
"Yikes (Yikes), you a clown, you do it for likes",0
You say you want a man that keeps it real,0
Hit your block and then I bleed it (Yeah),0
Keepin' my connections strictly physical,0
Gotta shoot two at her,0
"Wish we could start over, oooh (Oh, I wish we could)",1
"I'm no liar, but",0
I love all of you men,0
I know it's over,0
"Drug dealer, contract killer, loyal from the start (Start)",0
"Go to DR, get that fat transfer (Rich sex)",0
"Pineapple crush, it's so dirty (Yeah)",0
"Tryna wake up from them nightmares, devil in my ear while I'm dreamin'",0
"That's keepin' you so, so, so still, still?",0
Why are you mad when you could be GLAAD? (You could be GLAAD),1
"Two big 40's and a big a** Draco (Boom, boom)",0
Clean that s*** up and I give it right back to him,0
"Right hand on the Bible, I swear I won't tell (Swear)",0
"Yeah, ooh, ooh, ooh",1
"Star Lord, champion",0
This what they mean when they say,0
I want it flowin' through my streams,1
"Ooh yeah, that's just how we go",1
Can't let fame go to yo' head,0
All these followers but who gon' follow me to the end?,0
All I wanna do is kill the man that made my momma cry,0
"Got me sprung, wrapped in sheets",1
"Suicide if you ever try to let go, uh",0
"Yeah, that's my dawg, he gon' sit down and listen",0
Let her ride in a foreign with me,1
"Well, there's broken silence",1
"(That's my sauce, look it up, look it up, find it)",0
"'42, I'm steady sippin'",0
I hope she makes you feel the same way about her,1
That there will be history,1
All this s*** that's on my plate,0
Big homie better grow up,1
"I got your b**** singing, lalalala, lalala",0
"My, my air, yeah",1
"Wave, I was born in a sea (Wave)",0
We killing s*** and plus we dying,0
Our hearts were never broken,1
"J'avais l'habitude d'aller au fond du bus (Ouais), maintenant j'saute dans un jet (Ouais)",0
Might as well just give your h* up,0
"I know you want to cry all night, all night",0
"Hold up, if you wanna go and take a ride with me",1
You can take me to the moon and drop me off,0
"We're all bored, we're all so tired of everything",1
And I might never be the one who brings you flowers,1
